477.7 0.2
505.7 1.9
514.6 4.0
528.7 5.3
538.9 7.7
550.3 9.8
560.5 11.5
565.6 10.9
574.5 12.4
580.9 14.4
587.3 16.4
600.0 17.6
608.9 18.4
622.9 17.3
