388.54 0.14
400.00 2.01
408.92 4.18
420.38 6.82
431.85 8.35
447.13 10.34
461.15 11.52
468.79 11.99
476.43 12.99
480.25 14.10
489.17 14.10
495.54 14.75
509.55 15.45
